OrderNumber,Date,InvoiceType,CustomerCode,Customer,BranchCode,Branch,Area,SalesRep,Brand,Category,SalesQuantity,SalesValue
SO-100572,2024-07-30,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Cleanova,HPC,3,3270.93
SO-100986,2024-07-30,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Lumora,HPC,5,9031.4
SO-101520,2024-07-30,Return,1009,West Zone Supermarket,50040,West Zone Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Marhaba Gold,Food,-20,-11686.6
SO-100480,2024-07-31,Sales,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,FreshLine,HPC,8,9205.76
SO-101465,2024-08-01,Sales,1007,Al Maya Supermarket,50028,Al Maya Supermarket - Al Qusais,Al Qusais,Anjali Menon,Sparklo,HPC,100,82984.0
SO-100685,2024-08-02,Sales,1011,Aswaaq,50048,Aswaaq - Al Barsha,Al Barsha,Mohammed Saleh,Oasis Delights,Food,3,2468.31
SO-101929,2024-08-02,Sales,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,Mintleaf,HPC,5,3499.15
SO-100052,2024-08-03,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Lumora,HPC,2,4021.14
SO-100112,2024-08-03,Sales,1004,Choithrams,50011,Choithrams - Al Qusais,Al Qusais,Anjali Menon,Crunchio,Food,1,496.0
SO-100450,2024-08-03,Sales,1010,Géant,50045,Géant - Deira,Deira,Rashid Al Marzooqi,Lumora,HPC,20,36020.8
SO-101425,2024-08-04,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,Oasis Delights,Food,1,917.12
SO-100020,2024-08-05,Sales,1005,Union Coop,50019,Union Coop - Jebel Ali,Jebel Ali,Priya Raj,FreshNest,Food,8,5481.6
SO-101149,2024-08-05,Sales,1010,Géant,50044,Géant - Al Barsha,Al Barsha,Mohammed Saleh,Goldenfields,Food,1,852.63
SO-101053,2024-08-06,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Oasis Delights,Food,12,10625.4
SO-101116,2024-08-07,Sales,1007,Al Maya Supermarket,50027,Al Maya Supermarket - Festival City,Festival City,Omar Haddad,Mintleaf,HPC,2,1702.14
SO-100916,2024-08-08,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Sparklo,HPC,3,2848.02
SO-101143,2024-08-08,Sales,1015,Safeer Market,50065,Safeer Market - Discovery Gardens,Discovery Gardens,Lina Aboud,PureGlow,HPC,12,32892.24
SO-101532,2024-08-08,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Oasis Delights,Food,8,6266.56
SO-101534,2024-08-08,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,PureGlow,HPC,3,6875.61
SO-100362,2024-08-09,Sales,1011,Aswaaq,50049,Aswaaq - Downtown,Downtown,Joseph Mathew,Caressa,HPC,1,1339.71
SO-100487,2024-08-10,Sales,1014,Day to Day,50060,Day to Day - Jumeirah,Jumeirah,Grace Fernandes,SunHarvest,Food,5,2410.45
SO-101191,2024-08-10,Sales,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,Zaytoona,Food,5,8427.8
SO-101860,2024-08-10,Sales,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Oasis Delights,Food,5,3378.9
SO-100464,2024-08-11,Return,1009,West Zone Supermarket,50035,West Zone Supermarket - JLT,JLT,Arjun Pillai,Lumora,HPC,-20,-34080.8
SO-101336,2024-08-11,Sales,1004,Choithrams,50011,Choithrams - Al Qusais,Al Qusais,Anjali Menon,Crunchio,Food,5,2789.2
SO-101844,2024-08-11,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,FreshLine,HPC,5,5020.4
SO-100558,2024-08-12,Sales,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Zaytoona,Food,3,5242.83
SO-100744,2024-08-12,Sales,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,DeliMia,Food,3,3892.89
SO-101233,2024-08-12,Sales,1013,Grandiose Supermarket,50058,Grandiose Supermarket - Festival City,Festival City,Omar Haddad,Oasis Delights,Food,40,35422.8
SO-101330,2024-08-12,Sales,1009,West Zone Supermarket,50038,West Zone Supermarket - Downtown,Downtown,Joseph Mathew,Silkene,HPC,8,15278.16
SO-100263,2024-08-13,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,Mintleaf,HPC,8,5343.44
SO-101826,2024-08-13,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Crunchio,Food,5,2381.2
SO-100107,2024-08-14,Sales,1010,Géant,50043,Géant - Festival City,Festival City,Omar Haddad,Caressa,HPC,40,59233.2
SO-100806,2024-08-14,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,FreshNest,Food,1,714.93
SO-100832,2024-08-14,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,FreshLine,HPC,12,13233.36
SO-100957,2024-08-14,Sales,1003,Spinneys,50008,Spinneys - Jumeirah,Jumeirah,Grace Fernandes,Oasis Delights,Food,1,756.83
SO-101097,2024-08-14,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,DeliMia,Food,60,65604.0
SO-101156,2024-08-14,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Goldenfields,Food,1,916.6
SO-101180,2024-08-14,Sales,1001,Carrefour,50002,Carrefour - Jebel Ali,Jebel Ali,Priya Raj,DeliMia,Food,3,3248.43
SO-101342,2024-08-14,Sales,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,Crunchio,Food,1,453.25
SO-100669,2024-08-15,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Lumora,HPC,40,73626.8
SO-100777,2024-08-15,Sales,1012,Viva Supermarket,50054,Viva Supermarket - Jebel Ali,Jebel Ali,Priya Raj,Sparklo,HPC,8,7275.68
SO-100880,2024-08-15,Sales,1005,Union Coop,50018,Union Coop - International City,International City,Sunil Kumar,DeliMia,Food,20,21835.0
SO-100124,2024-08-16,Sales,1010,Géant,50043,Géant - Festival City,Festival City,Omar Haddad,Sparklo,HPC,40,39571.6
SO-100216,2024-08-16,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,Lumora,HPC,2,3508.6
SO-100589,2024-08-16,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,Cleanova,HPC,1,1135.16
SO-100670,2024-08-16,Sales,1005,Union Coop,50018,Union Coop - International City,International City,Sunil Kumar,DeliMia,Food,1,1064.3
SO-100892,2024-08-16,Sales,1011,Aswaaq,50047,Aswaaq - Festival City,Festival City,Omar Haddad,Cedarna,Food,12,16259.28
SO-100998,2024-08-16,Sales,1009,West Zone Supermarket,50036,West Zone Supermarket - Deira,Deira,Rashid Al Marzooqi,Caressa,HPC,20,27864.6
SO-101522,2024-08-16,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,FreshNest,Food,2,1560.18
SO-100074,2024-08-17,Sales,1008,Nesto Hypermarket,50034,Nesto Hypermarket - Deira,Deira,Rashid Al Marzooqi,PureGlow,HPC,5,13022.15
SO-100187,2024-08-17,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,DeliMia,Food,3,2917.83
SO-100673,2024-08-18,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Bakehouse Co,Food,8,6956.16
SO-100202,2024-08-19,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,Mintleaf,HPC,8,5151.04
SO-100698,2024-08-19,Sales,1003,Spinneys,50009,Spinneys - Bur Dubai,Bur Dubai,Anjali Menon,Sparklo,HPC,1,999.62
SO-100701,2024-08-19,Sales,1001,Carrefour,50002,Carrefour - Jebel Ali,Jebel Ali,Priya Raj,Mintleaf,HPC,8,5621.04
SO-101008,2024-08-19,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Cedarna,Food,12,16113.72
SO-101065,2024-08-19,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,Sparklo,HPC,3,2944.11
SO-100204,2024-08-20,Sales,1007,Al Maya Supermarket,50027,Al Maya Supermarket - Festival City,Festival City,Omar Haddad,Cedarna,Food,12,13829.04
SO-100778,2024-08-20,Sales,1009,West Zone Supermarket,50037,West Zone Supermarket - Al Qusais,Al Qusais,Anjali Menon,Bakehouse Co,Food,1,778.32
SO-100843,2024-08-20,Sales,1012,Viva Supermarket,50051,Viva Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,SunHarvest,Food,1,579.31
SO-100091,2024-08-21,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Goldenfields,Food,3,2774.85
SO-100345,2024-08-21,Sales,1015,Safeer Market,50068,Safeer Market - Al Quoz,Al Quoz,Ayesha Siddiqui,Auracare,HPC,20,52769.0
SO-101187,2024-08-21,Sales,1015,Safeer Market,50065,Safeer Market - Discovery Gardens,Discovery Gardens,Lina Aboud,Auracare,HPC,3,6501.12
SO-100139,2024-08-22,Sales,1009,West Zone Supermarket,50039,West Zone Supermarket - International City,International City,Sunil Kumar,SunHarvest,Food,1,610.94
SO-100355,2024-08-23,Sales,1012,Viva Supermarket,50054,Viva Supermarket - Jebel Ali,Jebel Ali,Priya Raj,Silkene,HPC,5,7287.15
SO-100863,2024-08-23,Sales,1003,Spinneys,50008,Spinneys - Jumeirah,Jumeirah,Grace Fernandes,Marhaba Gold,Food,8,4786.4
SO-101800,2024-08-24,Sales,1014,Day to Day,50060,Day to Day - Jumeirah,Jumeirah,Grace Fernandes,FreshNest,Food,60,38598.0
SO-100136,2024-08-25,Return,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Verdé,HPC,-5,-11061.25
SO-100333,2024-08-25,Sales,1009,West Zone Supermarket,50035,West Zone Supermarket - JLT,JLT,Arjun Pillai,DeliMia,Food,1,1049.93
SO-101136,2024-08-25,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,SunHarvest,Food,1,613.68
SO-101521,2024-08-25,Sales,1011,Aswaaq,50049,Aswaaq - Downtown,Downtown,Joseph Mathew,Silkene,HPC,20,31220.4
SO-101641,2024-08-26,Sales,1015,Safeer Market,50068,Safeer Market - Al Quoz,Al Quoz,Ayesha Siddiqui,Caressa,HPC,12,17970.12
SO-101805,2024-08-26,Sales,1009,West Zone Supermarket,50036,West Zone Supermarket - Deira,Deira,Rashid Al Marzooqi,Lumora,HPC,3,5486.67
SO-100809,2024-08-27,Sales,1009,West Zone Supermarket,50037,West Zone Supermarket - Al Qusais,Al Qusais,Anjali Menon,PureGlow,HPC,2,5548.54
SO-101129,2024-08-27,Sales,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,Mintleaf,HPC,12,9187.68
SO-100619,2024-08-28,Sales,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,Lumora,HPC,12,24915.6
SO-100975,2024-08-28,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Crunchio,Food,2,907.32
SO-101080,2024-08-28,Sales,1009,West Zone Supermarket,50039,West Zone Supermarket - International City,International City,Sunil Kumar,Bakehouse Co,Food,3,2330.46
SO-101982,2024-08-28,Sales,1002,Lulu Hypermarket,50005,Lulu Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,PureGlow,HPC,20,53501.6
SO-100692,2024-08-29,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,SunHarvest,Food,2,1141.58
SO-101120,2024-08-29,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Goldenfields,Food,2,1775.4
SO-100471,2024-08-30,Sales,1012,Viva Supermarket,50051,Viva Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,FreshNest,Food,3,1860.78
SO-101058,2024-08-30,Sales,1004,Choithrams,50014,Choithrams - Dubai Marina,Dubai Marina,Fatima Khan,Zaytoona,Food,60,110750.4
SO-101468,2024-08-30,Sales,1014,Day to Day,50060,Day to Day - Jumeirah,Jumeirah,Grace Fernandes,Mintleaf,HPC,1,827.85
SO-100445,2024-08-31,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,Sparklo,HPC,20,20008.2
SO-100936,2024-08-31,Sales,1012,Viva Supermarket,50054,Viva Supermarket - Jebel Ali,Jebel Ali,Priya Raj,DeliMia,Food,1,1095.68
SO-100980,2024-08-31,Sales,1010,Géant,50044,Géant - Al Barsha,Al Barsha,Mohammed Saleh,Goldenfields,Food,8,7235.2
SO-101202,2024-08-31,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Oasis Delights,Food,2,1602.64
SO-101648,2024-08-31,Sales,1003,Spinneys,50009,Spinneys - Bur Dubai,Bur Dubai,Anjali Menon,Zaytoona,Food,2,3261.26
SO-101075,2024-09-02,Sales,1015,Safeer Market,50066,Safeer Market - Festival City,Festival City,Omar Haddad,Zaytoona,Food,5,7261.85
SO-101697,2024-09-02,Sales,1004,Choithrams,50012,Choithrams - Mirdif,Mirdif,Vikram Nair,Silkene,HPC,20,33929.2
SO-100221,2024-09-03,Sales,1011,Aswaaq,50047,Aswaaq - Festival City,Festival City,Omar Haddad,Bakehouse Co,Food,40,37557.2
SO-101596,2024-09-03,Sales,1009,West Zone Supermarket,50038,West Zone Supermarket - Downtown,Downtown,Joseph Mathew,Sparklo,HPC,3,2638.8
SO-101476,2024-09-04,Sales,1006,Waitrose,50021,Waitrose - Deira,Deira,Rashid Al Marzooqi,Cedarna,Food,100,145147.0
SO-101728,2024-09-04,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,Bakehouse Co,Food,8,7698.64
SO-100581,2024-09-05,Sales,1009,West Zone Supermarket,50040,West Zone Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Crunchio,Food,8,4106.08
SO-100775,2024-09-05,Return,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Oasis Delights,Food,-1,-837.02
SO-101109,2024-09-05,Sales,1010,Géant,50045,Géant - Deira,Deira,Rashid Al Marzooqi,Caressa,HPC,12,16131.6
SO-101623,2024-09-05,Sales,1008,Nesto Hypermarket,50033,Nesto Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Marhaba Gold,Food,8,5167.76
SO-100770,2024-09-06,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,FreshNest,Food,60,44191.2
SO-101597,2024-09-06,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Auracare,HPC,12,24151.2
SO-100033,2024-09-07,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Cleanova,HPC,5,5740.05
SO-100955,2024-09-07,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,Bakehouse Co,Food,5,3923.1
SO-100562,2024-09-08,Sales,1012,Viva Supermarket,50054,Viva Supermarket - Jebel Ali,Jebel Ali,Priya Raj,Goldenfields,Food,3,2678.97
SO-100807,2024-09-09,Sales,1009,West Zone Supermarket,50038,West Zone Supermarket - Downtown,Downtown,Joseph Mathew,SunHarvest,Food,1,601.38
SO-101123,2024-09-09,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,Crunchio,Food,12,5399.28
SO-101315,2024-09-09,Sales,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,Cedarna,Food,8,8835.12
SO-101319,2024-09-09,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,FreshNest,Food,1,737.37
SO-101878,2024-09-09,Sales,1012,Viva Supermarket,50053,Viva Supermarket - Al Barsha,Al Barsha,Mohammed Saleh,Crunchio,Food,1,480.68
SO-100329,2024-09-10,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Cedarna,Food,8,9055.28
SO-101627,2024-09-10,Sales,1007,Al Maya Supermarket,50028,Al Maya Supermarket - Al Qusais,Al Qusais,Anjali Menon,Cleanova,HPC,2,2384.6
SO-101781,2024-09-10,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,Goldenfields,Food,1,1066.57
SO-100190,2024-09-11,Sales,1009,West Zone Supermarket,50037,West Zone Supermarket - Al Qusais,Al Qusais,Anjali Menon,FreshLine,HPC,100,89564.0
SO-101239,2024-09-11,Sales,1014,Day to Day,50062,Day to Day - Deira,Deira,Rashid Al Marzooqi,Goldenfields,Food,60,60375.0
SO-101245,2024-09-11,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Silkene,HPC,12,23076.6
SO-101874,2024-09-11,Sales,1012,Viva Supermarket,50052,Viva Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Cleanova,HPC,1,1117.98
SO-101971,2024-09-12,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,SunHarvest,Food,20,10258.4
SO-100361,2024-09-13,Sales,1011,Aswaaq,50049,Aswaaq - Downtown,Downtown,Joseph Mathew,Goldenfields,Food,1,1051.79
SO-100925,2024-09-13,Sales,1015,Safeer Market,50066,Safeer Market - Festival City,Festival City,Omar Haddad,DeliMia,Food,12,13563.24
SO-101147,2024-09-13,Sales,1012,Viva Supermarket,50052,Viva Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,PureGlow,HPC,2,5579.52
SO-101675,2024-09-13,Sales,1009,West Zone Supermarket,50035,West Zone Supermarket - JLT,JLT,Arjun Pillai,Lumora,HPC,3,6738.6
SO-101712,2024-09-13,Sales,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Auracare,HPC,3,7386.15
SO-101793,2024-09-13,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,Crunchio,Food,12,5584.44
SO-100488,2024-09-15,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,FreshNest,Food,1,776.54
SO-100183,2024-09-16,Sales,1012,Viva Supermarket,50052,Viva Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Auracare,HPC,2,5356.56
SO-100873,2024-09-16,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,Oasis Delights,Food,12,9396.48
SO-101162,2024-09-16,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,Zaytoona,Food,1,1537.84
SO-101457,2024-09-16,Sales,1004,Choithrams,50014,Choithrams - Dubai Marina,Dubai Marina,Fatima Khan,PureGlow,HPC,40,124018.0
SO-101902,2024-09-16,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Crunchio,Food,2,855.12
SO-101146,2024-09-17,Sales,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Sparklo,HPC,1,824.64
SO-100308,2024-09-18,Return,1006,Waitrose,50024,Waitrose - Jumeirah,Jumeirah,Grace Fernandes,Lumora,HPC,-3,-6726.72
SO-101991,2024-09-18,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,PureGlow,HPC,1,2261.36
SO-100189,2024-09-19,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,Verdé,HPC,3,5363.79
SO-100920,2024-09-19,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,Caressa,HPC,5,6400.7
SO-101580,2024-09-20,Sales,1015,Safeer Market,50065,Safeer Market - Discovery Gardens,Discovery Gardens,Lina Aboud,Goldenfields,Food,12,13356.36
SO-101638,2024-09-21,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Cleanova,HPC,3,4042.23
SO-101821,2024-09-21,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,Mintleaf,HPC,20,14288.0
SO-100462,2024-09-23,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,Lumora,HPC,5,9684.75
SO-101241,2024-09-23,Sales,1011,Aswaaq,50047,Aswaaq - Festival City,Festival City,Omar Haddad,Caressa,HPC,5,7621.35
SO-101657,2024-09-23,Sales,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,Cedarna,Food,60,76039.2
SO-100304,2024-09-24,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Marhaba Gold,Food,3,1789.83
SO-100429,2024-09-24,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,FreshLine,HPC,2,2053.26
SO-100578,2024-09-24,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Sparklo,HPC,12,12082.32
SO-101222,2024-09-24,Sales,1013,Grandiose Supermarket,50057,Grandiose Supermarket - Jumeirah,Jumeirah,Grace Fernandes,Crunchio,Food,5,2432.6
SO-101446,2024-09-24,Sales,1004,Choithrams,50013,Choithrams - Karama,Karama,Daniel Costa,Auracare,HPC,3,5981.37
SO-101508,2024-09-24,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,PureGlow,HPC,1,2517.37
SO-101538,2024-09-24,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,Lumora,HPC,12,25359.12
SO-101574,2024-09-24,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,FreshLine,HPC,2,1941.22
SO-100317,2024-09-27,Sales,1003,Spinneys,50009,Spinneys - Bur Dubai,Bur Dubai,Anjali Menon,Bakehouse Co,Food,1,948.53
SO-100636,2024-09-27,Sales,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,Zaytoona,Food,8,13859.52
SO-100764,2024-09-27,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Oasis Delights,Food,2,1494.72
SO-101209,2024-09-27,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Goldenfields,Food,8,7518.96
SO-101348,2024-09-27,Sales,1008,Nesto Hypermarket,50034,Nesto Hypermarket - Deira,Deira,Rashid Al Marzooqi,Lumora,HPC,5,8430.4
SO-101747,2024-09-27,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,Crunchio,Food,40,21769.6
SO-101875,2024-09-27,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,Caressa,HPC,1,1528.07
SO-101983,2024-09-27,Sales,1015,Safeer Market,50068,Safeer Market - Al Quoz,Al Quoz,Ayesha Siddiqui,Oasis Delights,Food,2,1715.24
SO-100258,2024-09-29,Sales,1010,Géant,50044,Géant - Al Barsha,Al Barsha,Mohammed Saleh,Caressa,HPC,40,61672.8
SO-100403,2024-09-29,Sales,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,Silkene,HPC,3,5206.86
SO-100904,2024-09-29,Sales,1010,Géant,50045,Géant - Deira,Deira,Rashid Al Marzooqi,Sparklo,HPC,1,847.67
SO-101043,2024-09-29,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,Zaytoona,Food,1,1874.39
SO-100427,2024-09-30,Sales,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,Bakehouse Co,Food,60,46206.0
SO-100621,2024-09-30,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,Marhaba Gold,Food,2,1435.32
SO-100227,2024-10-01,Sales,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Zaytoona,Food,1,1499.96
SO-101401,2024-10-01,Sales,1013,Grandiose Supermarket,50057,Grandiose Supermarket - Jumeirah,Jumeirah,Grace Fernandes,Verdé,HPC,3,6155.28
SO-101510,2024-10-01,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,Cleanova,HPC,20,26683.2
SO-101851,2024-10-01,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,Cleanova,HPC,3,3171.0
SO-100123,2024-10-02,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,SunHarvest,Food,2,911.18
SO-101063,2024-10-02,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,Caressa,HPC,40,62177.6
SO-101481,2024-10-02,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Auracare,HPC,1,2625.75
SO-100286,2024-10-03,Sales,1005,Union Coop,50018,Union Coop - International City,International City,Sunil Kumar,FreshLine,HPC,1,1029.09
SO-101081,2024-10-03,Return,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,Goldenfields,Food,-3,-3163.89
SO-101242,2024-10-03,Sales,1010,Géant,50042,Géant - Bur Dubai,Bur Dubai,Anjali Menon,Crunchio,Food,1,533.35
SO-101282,2024-10-03,Sales,1013,Grandiose Supermarket,50058,Grandiose Supermarket - Festival City,Festival City,Omar Haddad,Bakehouse Co,Food,5,3731.4
SO-101721,2024-10-03,Sales,1007,Al Maya Supermarket,50027,Al Maya Supermarket - Festival City,Festival City,Omar Haddad,DeliMia,Food,60,74262.0
